,label,neuron_12,neuron_11,neuron_10,neuron_9,neuron_8,neuron_7,neuron_6,neuron_5,neuron_4,neuron_3,neuron_2,neuron_1
494,6,52,9,13,6,59,22,54,25,50,21,32,56
495,3,49,21,5,12,13,56,10,4,31,43,25,3
496,5,45,55,31,27,41,58,52,25,7,53,19,18
497,7,55,9,42,8,23,38,39,51,2,54,33,20
498,6,26,27,8,11,40,25,31,58,9,5,55,15
499,8,39,33,48,35,56,5,47,55,52,58,19,0
500,3,50,38,53,39,56,0,6,54,26,47,32,24
501,9,56,51,55,5,50,2,7,6,20,8,39,33
502,5,19,46,4,10,9,55,52,8,11,16,0,44
503,8,5,4,47,41,48,33,55,46,50,0,19,7
504,5,3,10,55,9,31,4,41,51,46,19,43,25
505,7,29,54,3,6,37,23,7,45,51,14,34,36
506,6,19,46,26,10,43,48,35,38,40,36,32,54
507,1,56,34,7,50,2,42,20,33,27,37,39,48
508,1,34,2,33,37,20,25,43,13,41,6,39,48
509,3,1,14,7,38,6,29,47,23,0,34,4,33
510,1,47,16,27,7,39,34,37,13,2,11,48,28
511,7,0,50,25,48,14,56,2,29,20,6,39,33
512,5,23,18,32,9,16,3,6,57,1,44,39,12
513,5,9,7,6,20,0,16,37,5,33,59,57,1
514,5,5,57,19,46,36,55,17,33,51,52,53,18
515,2,5,19,29,31,38,2,23,10,46,47,9,20
516,5,6,25,50,8,59,19,3,41,46,16,38,2
517,8,39,27,30,35,31,33,46,51,9,58,55,19
518,7,33,3,17,49,11,34,27,36,55,32,50,14
519,0,59,3,20,54,45,12,7,58,9,33,22,31
520,9,18,44,52,29,39,11,12,21,30,10,8,24
521,7,7,57,33,58,36,12,3,23,51,6,45,34
522,7,38,45,39,47,21,12,54,8,55,3,14,36
523,5,7,50,0,3,33,16,55,5,37,1,57,20
524,0,37,50,54,48,38,44,13,56,10,25,35,22
525,9,20,58,52,49,39,6,8,21,7,3,33,34
526,0,48,38,54,25,59,21,9,10,12,50,56,22
527,0,8,22,37,9,53,7,20,6,59,45,5,33
528,8,20,49,1,15,46,16,9,41,27,11,26,12
529,9,49,56,20,2,50,5,7,6,34,33,8,39
530,2,55,20,54,38,49,8,51,59,53,21,42,43
531,4,8,20,33,58,5,37,32,34,19,2,57,54
532,8,25,52,51,41,1,27,12,10,39,16,2,11
533,1,50,38,25,0,48,42,33,44,41,55,20,32
534,6,53,42,6,31,52,37,25,11,32,10,13,15
535,1,25,43,50,6,7,42,55,35,33,20,41,48
536,6,8,46,54,53,59,9,57,32,35,15,52,42
537,5,20,39,51,7,37,55,5,59,53,6,1,33
538,1,46,27,16,7,39,13,37,11,2,34,48,28
539,8,1,33,51,57,12,8,55,31,19,10,39,23
540,3,52,39,27,13,23,11,30,16,0,45,43,44
541,4,35,33,4,7,58,19,41,8,32,29,34,36
542,0,25,35,53,58,19,31,45,13,9,18,12,52
543,5,16,7,5,55,51,6,41,50,0,3,33,46
544,5,49,9,10,46,53,48,51,3,4,55,25,31
545,8,31,55,52,47,5,33,7,58,48,0,39,19
546,3,21,55,51,1,31,28,18,53,25,59,17,5
547,6,21,17,20,15,2,34,58,52,8,19,33,5
548,2,38,12,10,35,21,33,31,8,9,47,49,4
549,3,13,31,10,47,18,38,55,4,3,23,19,33
550,9,52,4,44,10,8,21,29,11,58,18,30,24
551,2,10,37,43,5,46,47,35,31,4,9,19,33
552,1,47,52,58,16,31,28,3,0,56,51,5,17
553,1,20,25,28,16,2,7,33,37,27,34,39,48
554,5,3,38,50,4,27,10,19,46,11,25,13,12
555,2,42,9,10,5,2,43,20,8,47,29,19,33
556,1,27,16,50,5,7,26,30,28,0,11,47,17
557,3,4,38,47,31,53,13,43,55,23,19,3,33
558,2,9,35,46,56,37,26,32,55,49,11,13,14
559,8,58,18,31,5,1,48,7,0,41,55,33,19
560,7,10,2,54,47,50,38,27,51,42,36,43,34
561,3,5,13,3,23,10,31,43,55,20,19,53,33
562,7,3,22,21,13,11,32,30,55,45,44,18,14
563,2,38,10,35,43,2,47,55,29,46,19,20,33
564,4,6,12,36,38,41,45,11,10,29,8,35,30
565,6,29,52,31,49,5,15,12,20,7,33,19,58
566,9,3,18,24,39,29,27,42,0,58,21,10,30
567,7,2,51,39,45,47,6,54,14,3,8,34,33
568,2,51,48,8,49,39,55,21,37,54,5,33,43
569,4,35,5,8,41,19,2,33,58,42,54,34,32
570,2,31,8,54,47,45,38,55,21,14,23,12,49
571,8,48,52,47,39,58,5,44,55,19,7,23,0
572,1,0,59,16,47,51,26,11,30,50,17,40,28
573,1,49,7,43,33,50,51,2,37,27,39,34,48
574,3,46,11,39,4,48,44,27,36,47,0,16,23
575,8,2,47,58,55,5,48,0,13,33,50,19,23
576,4,1,18,27,39,51,30,43,17,53,0,37,24
577,0,29,4,7,54,45,3,9,58,6,33,22,31
578,6,56,8,5,13,52,16,19,45,11,42,26,58
579,5,13,42,34,50,46,0,1,5,33,6,45,37
580,9,44,0,11,10,7,41,29,21,18,58,24,30
581,3,23,58,5,39,4,34,1,10,19,3,43,33
582,0,57,42,50,58,45,53,13,12,25,21,52,2
583,9,55,41,0,5,51,7,20,39,50,2,34,33
584,2,10,38,5,42,52,15,8,28,21,37,33,45
585,4,2,58,33,32,29,7,8,3,19,34,57,36
586,7,49,39,50,43,53,38,3,40,2,8,33,34
587,1,6,50,35,43,16,13,44,39,20,41,33,48
588,2,47,0,38,42,43,27,13,10,50,48,2,11
589,9,12,3,6,39,33,55,49,8,9,7,5,34
590,4,26,3,37,42,7,4,17,27,5,36,50,30
591,2,46,48,10,55,31,9,20,54,45,19,33,29
592,6,20,11,46,26,32,17,52,42,6,10,15,37
593,1,37,35,43,50,7,41,27,33,6,20,39,48
594,8,58,10,41,57,31,21,11,13,55,52,35,25
595,9,20,50,7,42,55,2,6,39,5,3,33,34
596,0,16,6,9,25,22,12,13,59,50,54,21,56
597,6,28,58,20,15,49,31,12,47,13,5,7,33
598,6,19,5,26,27,16,17,9,20,53,49,58,15
599,7,56,39,20,50,51,6,2,29,54,34,8,33
600,9,7,6,26,58,0,42,17,55,3,50,30,36
601,9,46,56,50,5,20,8,42,39,7,2,33,34
602,8,21,37,44,2,53,46,55,27,17,47,52,25
603,0,13,18,37,6,9,22,31,4,7,5,45,33
604,1,27,34,13,11,16,42,51,17,37,2,36,28
605,4,50,7,8,35,6,54,19,2,20,57,33,5
606,4,27,25,37,44,29,34,2,49,7,21,38,26
607,6,4,59,13,31,58,49,12,42,19,33,7,5
608,7,59,12,11,21,45,38,53,54,8,18,6,24
609,1,7,6,41,13,43,37,2,47,16,34,39,48
610,5,34,8,20,45,26,14,2,1,16,24,29,6
611,7,25,29,41,49,2,34,42,38,48,33,20,39
612,0,56,52,45,9,59,29,54,10,21,13,22,25
613,3,21,47,27,10,58,4,3,41,34,33,18,23
614,5,58,7,5,26,37,59,9,6,20,33,57,1
615,8,8,0,19,33,55,58,42,10,50,46,39,23
616,4,32,6,41,29,54,4,35,12,26,10,8,24
617,7,51,3,55,49,2,54,6,38,8,33,14,34
618,1,0,59,47,5,11,17,9,32,13,50,30,40
619,2,19,37,5,50,33,10,47,29,2,55,20,9
620,5,22,19,21,11,46,44,10,3,25,53,13,12
621,9,39,42,49,55,33,3,21,7,5,8,36,34
622,5,4,56,3,7,44,13,46,53,50,12,25,6
623,6,50,19,58,15,52,46,49,20,12,5,7,33
624,7,11,3,53,45,42,32,51,21,54,6,47,36
625,5,7,9,31,8,52,27,46,16,58,39,4,19
626,9,34,4,14,57,6,32,29,37,7,12,36,9
627,8,15,21,49,46,39,52,42,56,57,6,7,29
628,8,21,43,46,38,1,27,25,18,11,10,39,2
629,3,55,19,52,29,7,6,3,11,4,18,33,23
630,6,28,46,19,15,18,40,5,57,1,25,47,11
631,9,37,34,46,6,50,7,2,5,20,39,8,33
632,7,26,14,37,36,32,11,57,7,30,18,45,51
633,0,43,49,22,18,8,3,53,31,4,5,45,33
634,7,51,10,0,47,54,17,3,27,42,38,50,36
635,5,31,5,6,45,58,7,12,8,29,47,20,33
636,7,55,54,29,40,42,34,0,14,6,8,50,36
637,1,33,2,43,6,25,7,13,16,41,35,39,48
638,1,11,51,16,5,47,0,57,50,28,17,30,40
639,0,49,13,54,12,9,4,18,7,45,58,31,22
640,7,44,18,37,13,57,14,11,32,7,24,45,51
641,9,41,56,0,50,21,2,5,7,20,33,34,39
642,2,41,20,10,43,35,29,54,31,47,55,8,49
643,3,11,49,5,13,12,18,23,31,3,4,33,43
644,7,25,11,36,23,47,2,6,13,16,39,48,34
645,3,41,6,47,38,31,12,52,10,11,4,25,23
646,2,31,13,5,0,43,37,16,21,27,25,48,39
647,4,35,54,50,42,20,2,19,37,0,34,8,57
648,1,29,36,7,16,13,51,11,48,17,2,34,28
649,6,8,49,12,27,46,20,31,52,33,5,15,7
650,2,50,55,13,47,39,27,11,38,32,26,14,56
651,7,9,39,2,3,51,54,29,8,6,14,33,34
652,5,3,7,53,27,5,51,1,46,58,18,52,19
653,5,51,3,7,16,5,6,34,0,41,46,4,33
654,7,39,54,51,27,41,38,55,3,0,30,36,14
655,4,6,7,50,33,2,8,29,58,32,57,19,34
656,0,22,21,33,5,18,13,45,31,9,58,52,12
657,2,38,47,10,29,54,2,23,19,33,8,55,20
658,6,40,48,38,17,54,10,37,27,56,35,9,15
659,3,42,10,52,47,23,4,0,34,29,38,19,33
660,6,35,21,19,46,58,55,15,11,57,5,18,25
661,4,37,6,44,7,25,41,50,20,39,5,33,32
662,0,52,53,2,42,45,23,25,58,13,44,21,22
663,4,37,35,2,36,33,7,46,19,50,57,5,34
664,2,41,23,38,17,27,56,54,32,51,15,49,14
665,6,44,15,31,50,2,58,5,49,20,12,33,7
666,0,10,54,42,53,45,59,8,35,21,33,58,18
667,0,7,12,43,59,37,20,6,22,5,45,57,33
668,0,50,22,53,52,9,12,54,25,21,10,13,2
669,0,46,58,13,5,12,25,9,45,4,7,31,22
670,3,45,13,48,4,55,22,53,54,25,21,50,56
671,1,33,27,41,37,2,43,50,7,47,39,34,48
672,6,8,12,58,46,5,27,41,31,19,15,7,52
673,2,58,10,19,49,37,5,2,8,35,29,20,47
674,2,43,46,47,48,37,56,17,13,40,34,11,28
675,3,58,51,47,5,4,55,27,43,53,3,31,18
676,1,16,56,13,27,51,7,47,17,36,11,40,28
677,4,46,30,36,35,9,18,57,12,3,32,19,10
678,1,11,5,51,47,26,50,57,36,30,28,17,40
679,5,7,46,25,27,41,5,19,58,3,18,53,31
680,4,4,47,30,58,53,23,8,45,19,32,5,36
681,6,33,29,27,17,19,9,54,31,12,59,15,58
682,4,1,37,2,43,28,57,17,44,20,18,38,24
683,7,39,29,12,33,3,23,51,54,8,6,14,34
684,2,20,5,35,12,21,45,47,55,54,10,8,37
685,8,16,34,33,47,55,48,41,58,50,0,13,23
686,7,47,11,59,55,6,54,44,18,45,32,14,24
687,9,52,29,11,4,21,18,7,12,58,30,8,36
688,2,54,23,43,59,47,17,27,51,38,56,42,11
689,0,18,9,19,58,12,5,25,4,45,7,22,31
690,5,4,18,2,8,19,27,25,46,11,42,52,44
691,1,27,33,37,41,43,2,50,47,7,39,34,48
692,4,3,53,59,4,41,12,37,35,18,6,10,24
693,2,21,47,5,20,23,26,50,58,44,25,10,49
694,8,59,17,3,12,10,0,27,52,51,16,55,11
695,3,55,47,31,5,41,33,18,4,53,3,43,35
696,2,40,33,37,49,0,48,56,25,42,43,39,35
697,4,11,33,46,35,32,10,51,9,3,19,36,57
698,1,33,37,13,2,34,16,47,7,27,39,28,48
699,5,35,25,51,13,4,18,58,45,53,3,19,31
700,4,45,42,41,52,35,8,58,19,0,36,53,32
701,6,46,19,9,49,29,12,33,31,59,54,15,58
702,0,21,12,45,52,54,31,22,18,37,13,9,10
703,7,12,32,57,54,3,9,23,51,6,45,36,34
704,9,57,44,58,54,21,6,25,51,7,26,29,20
705,8,2,34,55,19,48,50,33,13,47,0,7,23
706,4,35,41,2,21,20,11,7,43,18,38,24,26
707,9,0,41,52,12,29,23,7,21,34,58,3,36
708,8,26,21,48,39,10,17,1,55,58,16,2,11
709,0,46,51,54,4,7,25,9,45,3,58,31,22
710,1,5,58,57,26,13,11,47,50,30,17,28,40
711,1,50,7,47,43,2,6,16,34,41,33,39,48
712,0,58,53,31,9,47,45,23,55,5,7,12,33
713,2,49,55,31,43,8,5,10,19,2,20,29,47
714,2,16,48,29,42,13,10,5,47,58,26,27,56
715,3,49,47,4,35,53,5,41,31,33,18,43,3
716,2,33,31,8,41,10,59,5,47,49,58,35,12
717,4,57,8,34,35,29,46,12,36,58,45,19,32
718,4,3,6,30,43,46,51,39,19,18,10,53,24
719,5,51,27,4,44,12,13,19,58,3,53,46,25
720,8,4,3,27,52,11,58,47,16,51,59,0,30
721,6,33,45,20,27,5,59,12,9,31,58,7,15
722,5,19,20,10,50,25,53,13,38,3,44,46,2
723,7,12,3,23,39,8,14,29,54,6,51,33,34
724,7,32,53,3,11,54,21,12,18,45,55,30,14
725,8,55,1,5,2,50,34,7,13,47,0,33,23
726,8,55,39,46,25,26,16,43,1,27,10,2,11
727,9,52,18,11,12,58,30,46,3,7,29,8,36
728,7,1,3,47,54,0,10,27,42,38,50,36,34
729,4,23,3,36,12,19,35,10,11,45,9,46,57
730,7,12,54,42,8,38,4,21,14,47,30,6,36
731,3,1,31,5,53,41,4,18,47,33,43,35,3
732,2,1,48,13,47,38,25,41,43,37,55,5,56
733,0,9,25,13,53,23,7,5,16,22,46,4,31
734,8,51,46,48,0,43,6,19,12,55,11,39,2
735,6,45,54,59,12,58,31,20,33,5,9,7,15
736,8,53,27,55,16,48,57,39,47,18,52,1,2
737,6,52,58,9,59,46,49,33,15,31,12,5,7
738,1,47,9,51,17,16,3,5,30,24,0,32,40
739,6,46,54,42,5,12,7,20,31,19,15,58,33
740,8,27,58,53,2,55,1,0,47,46,18,44,52
741,9,4,11,12,52,21,58,5,7,46,30,8,36
742,4,32,26,58,4,20,24,19,44,18,9,57,46
743,0,25,58,16,9,5,3,45,4,22,7,46,31
744,9,57,50,52,42,39,6,29,32,36,27,0,30
745,0,37,3,6,9,22,5,4,45,7,46,33,31
746,4,4,57,27,11,58,50,35,17,55,36,30,5
747,1,56,34,33,2,50,20,43,37,7,27,39,48
748,5,43,57,52,18,3,51,12,46,25,10,17,1
749,4,12,21,36,7,46,51,9,33,3,58,19,34
750,7,37,1,11,18,59,3,54,6,0,29,27,30
751,5,19,31,5,7,3,58,18,4,41,23,53,46
752,3,21,1,37,4,47,18,27,25,2,12,43,44
753,7,2,57,23,29,7,6,8,39,54,51,33,34
754,4,57,3,27,26,8,0,55,30,36,35,50,42
755,9,19,11,3,29,12,23,7,46,58,8,36,34
756,8,8,46,10,21,0,23,57,56,6,11,39,12
757,5,7,5,3,23,19,59,41,18,53,31,58,46
758,8,10,16,19,1,58,29,52,44,39,2,12,57
759,6,26,33,20,58,46,12,49,5,15,59,31,7
760,3,46,26,11,53,51,3,50,17,25,27,2,44
761,8,36,39,52,12,47,48,50,55,58,19,0,23
762,6,46,26,11,37,35,27,9,53,10,32,15,42
763,9,54,11,6,18,4,36,7,58,29,8,30,12
764,9,2,25,24,41,57,38,14,34,18,3,29,26
765,1,50,16,56,49,27,2,33,47,7,48,39,28
766,8,10,19,2,41,47,44,39,48,55,12,0,52
767,3,3,46,53,5,31,27,1,43,37,4,51,18
768,5,1,41,31,10,53,44,27,35,46,25,19,18
769,8,36,33,10,6,55,1,50,58,12,13,0,23
770,6,35,54,14,49,19,53,26,40,38,7,32,59
771,5,23,58,27,4,5,31,41,7,3,19,18,46
772,9,11,58,8,23,19,50,6,38,10,29,36,12
773,7,38,34,55,29,51,57,6,32,3,54,14,36
774,2,37,48,43,12,42,5,10,19,9,35,47,45
775,5,34,6,59,39,33,27,18,53,5,20,7,46
776,0,23,11,31,5,53,8,58,12,45,18,52,21
777,8,7,33,39,52,12,58,48,55,0,19,46,23
778,5,25,30,5,36,32,3,7,35,40,37,44,18
779,1,2,25,16,49,43,20,33,37,7,27,39,48
780,1,46,5,16,0,26,11,50,17,47,36,32,40
781,0,54,3,58,9,45,16,5,4,7,22,46,31
782,9,44,29,8,40,53,45,10,36,9,54,58,30
783,1,2,25,43,28,20,49,33,37,7,39,27,48
784,8,29,32,5,35,48,1,52,41,33,39,47,18
785,6,58,19,8,31,52,5,54,27,33,9,15,7
786,7,54,18,6,29,44,7,17,14,59,0,24,30
787,0,25,46,16,9,19,54,3,7,58,4,22,31
788,9,7,12,55,59,0,53,41,58,24,52,8,5
789,3,55,3,43,37,33,31,5,51,27,4,53,18
790,0,45,3,37,35,48,19,16,51,38,46,31,22
791,8,5,52,7,48,47,50,12,55,19,58,23,0
792,8,45,37,38,9,50,25,11,41,35,2,16,43
793,9,21,7,3,8,9,11,12,23,58,29,18,36
794,6,46,49,1,12,31,41,52,27,9,5,15,7
795,7,42,0,50,6,23,41,54,29,33,39,51,34
796,8,19,51,44,21,8,55,48,52,58,35,39,0
797,4,6,3,19,29,8,50,10,12,34,32,35,36
798,7,57,54,18,47,27,53,55,3,36,38,14,30
799,5,58,33,31,27,4,51,19,18,46,7,41,53
800,9,44,54,24,0,10,11,52,41,12,42,58,30
801,2,10,2,36,58,7,37,20,5,49,26,44,35
802,6,8,46,27,19,31,57,12,21,15,35,42,52
803,7,14,55,2,49,6,54,29,39,8,51,33,34
804,4,44,54,14,7,43,35,32,45,8,38,26,24
805,5,51,27,3,58,33,41,4,5,7,18,19,53
806,9,41,39,4,29,52,10,8,58,11,21,12,30
807,2,38,47,43,10,29,20,2,26,5,27,44,49
808,3,57,11,0,32,46,1,17,18,30,51,36,44
809,1,52,49,47,13,33,16,2,27,7,48,39,28
810,6,52,58,12,21,57,46,35,55,27,26,11,15
811,3,41,33,58,4,31,5,37,1,43,18,35,3
812,9,52,57,21,3,0,58,6,18,7,30,29,24
813,2,50,23,26,14,21,47,58,20,25,44,29,49
814,2,10,37,48,49,47,38,42,43,55,5,41,56
815,5,7,4,25,41,27,51,55,31,58,19,53,18
816,6,12,11,55,17,27,8,9,19,5,58,15,52
817,8,58,52,1,55,33,5,12,7,41,0,47,23
818,0,4,18,10,9,16,40,23,13,42,58,44,22
819,7,14,55,10,57,12,51,8,54,3,38,23,36
820,7,41,54,57,11,53,51,3,45,18,38,14,24
821,1,37,0,39,2,50,6,7,20,43,33,41,48
822,9,1,27,42,55,58,5,0,17,3,50,34,36
823,8,10,12,42,13,52,50,7,58,55,19,23,0
824,7,3,55,47,54,6,27,59,24,0,17,14,30
825,0,58,19,12,46,5,20,9,22,31,45,7,33
826,9,48,2,9,14,12,21,45,54,34,38,49,26
827,9,52,6,11,50,4,41,46,7,8,5,34,36
828,4,54,20,57,43,2,37,19,46,38,16,32,26
829,6,20,58,19,49,46,52,12,31,15,33,5,7
830,2,1,23,49,38,16,55,47,13,25,56,21,43
831,8,35,50,47,44,48,4,19,12,58,55,23,0
832,5,35,51,49,3,17,53,58,47,33,1,19,18
833,1,52,16,49,37,33,47,27,2,7,39,28,48
834,4,6,58,8,5,24,7,37,4,27,42,35,30
835,1,47,25,16,49,2,20,33,27,7,39,28,48
836,5,29,18,27,4,35,58,19,42,13,25,44,23
837,5,4,55,51,27,7,5,3,58,18,19,53,31
838,1,47,57,16,26,29,11,50,51,40,17,36,28
839,7,23,21,55,0,39,38,51,8,54,6,14,34
840,3,55,12,52,1,39,3,17,31,21,4,16,43
841,6,52,49,5,12,19,45,7,31,27,9,58,15
842,4,24,52,32,4,20,21,18,2,25,53,35,26
843,3,31,37,5,47,43,7,0,4,35,41,33,3
844,2,5,46,12,8,9,47,29,35,58,4,19,45
845,5,27,7,5,41,33,46,18,4,53,3,31,19
846,6,8,10,19,29,58,46,1,9,52,2,35,25
847,4,6,33,35,54,57,45,10,37,19,29,36,32
848,4,27,20,28,45,37,7,21,24,8,44,38,26
849,0,58,25,13,22,5,18,12,4,53,45,7,31
850,4,19,59,35,26,5,53,42,40,15,58,49,54
851,4,9,26,32,46,36,12,35,19,30,29,57,45
852,6,41,7,52,45,17,55,15,5,9,11,47,33
853,7,0,52,42,58,3,55,51,54,14,6,8,34
854,2,10,41,3,45,0,54,53,58,8,29,11,21
855,4,29,11,8,35,12,10,46,45,19,32,57,36
856,3,4,53,10,27,51,1,47,0,44,23,17,18
857,3,4,18,43,51,55,41,5,35,3,31,53,33
858,8,42,51,52,10,55,19,0,37,8,50,39,35
859,0,8,54,22,3,12,58,4,33,18,7,45,31
860,0,46,4,16,45,12,5,9,42,13,22,58,31
861,3,33,58,53,27,5,31,41,18,1,4,3,43
862,2,42,21,27,51,55,47,43,41,38,49,54,17
863,2,10,21,7,36,38,2,5,44,26,4,16,49
864,9,1,54,53,16,3,0,27,51,17,50,34,36
865,8,55,33,50,58,5,7,4,19,47,12,0,23
866,2,54,51,18,8,48,4,45,38,42,43,9,21
867,3,51,37,1,5,53,4,43,35,18,3,41,31
868,7,54,23,30,3,21,8,39,53,45,38,18,36
869,0,23,19,22,33,13,45,9,31,7,18,5,4
870,1,59,3,4,46,17,51,52,40,47,0,24,32
871,1,49,50,16,7,33,2,34,37,27,28,39,48
872,0,57,18,9,38,13,59,12,22,54,56,21,50
873,2,38,19,8,31,10,9,45,35,47,49,37,4
874,3,2,4,5,1,3,55,41,12,43,47,51,25
875,3,47,20,23,25,21,44,3,43,2,27,4,50
876,8,48,0,27,55,10,59,26,16,2,11,51,17
877,4,29,12,44,7,35,10,19,37,8,24,18,30
878,3,52,11,39,21,27,3,44,0,36,43,23,16
879,5,36,32,35,21,37,7,59,0,33,5,20,57
880,7,39,29,12,0,3,51,8,55,36,54,14,34
881,6,49,42,21,17,20,12,19,52,5,58,33,15
882,4,35,32,34,6,19,2,25,4,9,37,10,26
883,7,3,29,11,9,23,7,14,12,18,45,51,36
884,7,47,21,17,10,48,43,2,51,27,36,11,34
885,8,31,34,7,13,39,12,0,50,58,33,55,23
886,5,35,43,37,46,9,55,51,19,41,59,50,25
887,9,0,58,3,6,38,7,34,14,8,12,29,36
888,7,21,30,42,55,51,3,0,50,6,27,10,36
889,0,6,22,9,5,31,3,54,7,45,20,33,46
890,3,21,3,55,13,27,47,25,17,23,12,18,52
891,1,50,56,34,20,33,2,7,37,28,27,39,48
892,6,44,19,49,5,46,17,39,47,20,33,57,40
893,2,38,45,9,31,10,4,47,19,46,29,23,33
894,4,37,17,6,34,21,50,52,42,12,11,27,36
895,3,31,43,50,53,10,13,23,44,4,12,25,3
896,4,21,29,36,58,11,23,19,33,34,12,46,57
897,4,36,58,18,33,46,37,57,30,19,4,8,32
898,7,21,26,29,50,6,54,38,55,30,27,14,36
899,5,43,37,57,47,26,5,7,6,33,9,20,1
900,9,10,26,55,58,27,0,17,3,50,36,42,30
901,6,52,19,31,58,42,9,20,59,7,33,5,15
902,9,35,54,13,8,19,9,10,18,29,45,22,58
903,0,3,31,50,53,19,8,45,20,5,7,46,33
904,7,11,3,8,45,53,12,21,29,51,18,14,30
905,1,51,27,37,41,35,43,50,33,7,42,39,48
906,4,10,44,26,12,48,17,38,37,43,27,24,54
907,2,46,12,58,5,20,38,10,31,29,33,47,19
908,7,37,13,57,11,44,32,45,14,18,7,51,24
909,3,23,35,47,12,10,43,53,4,13,25,3,31
910,6,38,53,19,59,37,54,29,9,10,15,27,35
911,7,49,3,29,7,39,54,6,45,51,14,34,33
912,5,10,8,3,27,0,58,23,19,39,44,16,46
913,8,13,2,31,20,56,0,50,42,6,7,55,33
914,4,19,48,44,38,6,12,10,29,37,35,8,24
915,5,55,43,37,49,7,1,20,0,59,47,33,57
916,5,59,46,35,11,17,21,15,19,52,55,12,25
917,2,2,58,5,47,8,29,38,12,7,19,59,20
918,7,29,27,57,50,23,38,2,21,39,6,47,34
919,1,13,2,20,25,43,37,7,16,33,27,39,48
920,1,52,0,58,5,40,39,33,50,28,11,17,47
921,5,6,18,37,49,20,1,7,0,59,5,33,57
922,6,7,57,28,9,39,5,40,33,1,47,15,11
923,8,42,46,12,7,33,39,50,0,58,19,55,23
924,5,21,27,59,53,46,3,19,25,51,43,2,50
925,8,8,33,55,50,42,12,10,19,58,0,39,23
926,4,12,44,4,8,20,10,24,25,35,29,37,26
927,0,25,23,13,9,22,4,12,18,45,5,31,7
928,7,8,29,54,45,6,55,3,9,38,34,14,36
929,9,30,7,12,19,46,48,10,29,58,8,54,36
930,9,21,58,18,19,4,52,11,9,29,36,12,23
931,2,3,5,8,29,33,47,31,7,6,2,46,20
932,9,41,57,4,10,6,17,58,2,18,20,29,24
933,7,37,52,51,7,45,53,19,33,36,57,35,34
934,7,22,54,11,13,9,36,3,47,38,45,21,23
935,8,50,49,48,7,55,2,33,37,47,0,20,57
936,7,14,50,42,47,3,38,51,27,59,0,17,30
937,4,58,32,33,37,36,19,46,35,3,8,57,34
938,2,52,11,47,13,43,16,39,56,27,35,48,25
939,6,34,5,2,55,52,47,20,37,46,43,33,7
940,9,29,41,52,53,26,8,58,21,20,54,10,24
941,1,2,51,33,34,42,37,20,16,27,39,28,48
942,7,21,22,3,18,14,32,57,45,7,23,12,51
943,0,50,2,37,47,49,45,20,5,8,33,7,53
944,6,19,38,20,21,49,31,29,26,10,35,12,15
945,4,19,7,4,32,50,8,42,41,5,34,35,36
946,2,19,41,31,25,55,10,48,39,29,56,12,23
947,5,2,33,16,35,37,7,0,20,50,5,59,57
948,7,42,12,52,41,38,29,23,6,48,2,47,34
949,0,53,54,4,31,18,22,8,12,19,45,33,58
950,7,6,48,27,21,23,55,54,41,14,11,36,12
951,1,25,13,35,6,20,43,27,7,33,16,39,48
952,0,25,45,53,23,21,42,13,44,8,58,18,52
953,3,11,10,12,35,41,38,30,47,44,27,18,23
954,7,45,47,38,9,29,8,12,23,6,36,14,34
955,6,55,19,52,27,47,28,5,15,8,20,33,7
956,5,35,41,51,5,3,18,55,27,19,31,46,25
957,0,55,8,47,23,45,9,5,53,4,33,18,7
958,6,15,27,46,41,19,11,12,35,58,18,53,52
959,1,2,56,55,37,49,39,41,50,43,33,7,48
960,5,25,2,10,1,16,8,3,12,19,41,44,46
961,1,25,44,13,7,33,20,27,37,16,28,39,48
962,7,7,41,53,18,3,32,37,45,30,55,36,14
963,8,19,39,13,55,48,5,33,47,0,50,7,23
964,5,1,0,5,51,53,7,41,47,23,4,33,46
965,0,16,23,9,13,22,45,5,31,7,33,4,46
966,3,19,35,25,11,51,26,55,32,15,13,6,53
967,4,6,30,45,36,8,33,46,58,32,57,19,4
968,7,1,10,14,55,42,11,27,29,36,38,17,30
969,7,34,29,51,12,3,18,53,8,9,45,14,23
970,5,52,35,21,46,55,4,19,17,3,27,10,25
971,7,48,32,45,54,7,57,33,2,39,37,51,34
972,8,10,9,14,6,23,21,55,44,8,0,39,12
973,6,59,52,47,8,9,20,28,27,5,15,33,7
974,9,59,11,41,53,21,10,27,52,17,12,1,26
975,3,55,18,13,27,5,53,52,3,25,43,4,31
976,8,46,11,7,8,55,10,44,58,52,19,39,0
977,6,43,9,15,8,37,20,59,5,46,33,27,7
978,1,19,16,13,59,51,9,35,0,50,30,32,40
979,0,22,49,8,12,4,18,9,53,45,5,7,33
980,9,39,11,59,36,50,3,42,0,21,58,55,30
981,7,57,6,9,3,54,45,51,12,29,23,33,34
982,1,29,57,16,51,0,11,52,58,50,47,17,40
983,3,47,14,27,12,1,25,41,11,18,38,44,23
984,0,6,43,54,13,10,9,2,21,38,22,18,50
985,5,43,9,7,5,47,37,6,59,57,20,1,33
986,6,19,26,21,59,31,38,37,12,54,32,10,15
987,4,5,33,57,7,3,58,4,8,34,19,36,32
988,4,30,26,37,12,32,8,6,41,53,35,10,54
989,2,7,3,5,8,29,2,31,47,46,33,20,19
990,4,57,6,58,32,2,19,8,29,35,25,34,26
